,,,EleD_01,HydD1,EleD_02
period1,sc01,t5080, 0.363 ,, 1.93 
period1,sc01,t5081, 0.363 ,, 1.09 
period1,sc01,t5082, 0.363 ,, 1.47 
period1,sc01,t5083, 0.363 ,, 1.05 
period1,sc01,t5084, 0.363 ,, 1.09 
period1,sc01,t5085, 0.363 ,, 1.21 
period1,sc01,t5086, 0.363 ,, 1.42 
period1,sc01,t5087, 0.363 ,, 0.9 
period1,sc01,t5088, 0.363 ,, 1.13 
period1,sc01,t5089, 0.16 ,, 0.68 
period1,sc01,t5090, 0.23 ,, 0.66 
period1,sc01,t5091, 0.19 ,, 0.67 
period1,sc01,t5092, 0.53 ,, 0.88 
period1,sc01,t5093, 0.18 ,, 0.6 
period1,sc01,t5094, 0.2 ,, 0.59 
period1,sc01,t5095, 0.31 ,, 1.04 
period1,sc01,t5096, 0.43 ,, 0.65 
period1,sc01,t5097, 1.14 ,, 0.75 
period1,sc01,t5098, 0.51 ,, 1.15 
period1,sc01,t5099, 0.57 ,, 1.2 
period1,sc01,t5100, 0.87 ,, 3.83 
period1,sc01,t5101, 4.19 ,, 4.55 
period1,sc01,t5102, 0.47 ,, 4.26 
period1,sc01,t5103, 0.46 ,, 1.97 
period1,sc01,t5104, 0.42 ,, 0.89 
period1,sc01,t5105, 0.73 ,, 1.81 
period1,sc01,t5106, 0.45 ,, 0.85 
period1,sc01,t5107, 0.42 ,, 1.26 
period1,sc01,t5108, 0.31 ,, 0.84 
period1,sc01,t5109, 0.52 ,, 0.89 
period1,sc01,t5110, 1 ,, 1.07 
period1,sc01,t5111, 0.24 ,, 0.72 
period1,sc01,t5112, 0.27 ,, 0.65 
period1,sc01,t5113, 0.67 ,, 0.61 
period1,sc01,t5114, 2.35 ,, 0.91 
period1,sc01,t5115, 1.33 ,, 0.64 
period1,sc01,t5116, 0.46 ,, 0.82 
period1,sc01,t5117, 0.46 ,, 0.77 
period1,sc01,t5118, 2.3 ,, 0.68 
period1,sc01,t5119, 0.41 ,, 0.97 
period1,sc01,t5120, 0.18 ,, 0.79 
period1,sc01,t5121, 0.23 ,, 0.69 
period1,sc01,t5122, 0.69 ,, 1.08 
period1,sc01,t5123, 0.52 ,, 0.68 
period1,sc01,t5124, 1.71 ,, 0.74 
period1,sc01,t5125, 1.27 ,, 0.82 
period1,sc01,t5126, 0.64 ,, 0.78 
period1,sc01,t5127, 1 ,, 0.93 
period1,sc01,t5128, 0.52 ,, 1.12 
period1,sc01,t5129, 0.86 ,, 0.99 
period1,sc01,t5130, 1.61 ,, 0.86 
period1,sc01,t5131, 0.48 ,, 1.36 
period1,sc01,t5132, 0.32 ,, 0.96 
period1,sc01,t5133, 1.41 ,, 1 
period1,sc01,t5134, 0.24 ,, 0.63 
period1,sc01,t5135, 0.28 ,, 0.7 
period1,sc01,t5136, 0.24 ,, 0.96 
period1,sc01,t5137, 0.25 ,, 0.67 
period1,sc01,t5138, 3.5 ,, 0.72 
period1,sc01,t5139, 4.06 ,, 1 
period1,sc01,t5140, 0.37 ,, 0.65 
period1,sc01,t5141, 0.37 ,, 0.94 
period1,sc01,t5142, 1.32 ,, 1.09 
period1,sc01,t5143, 1.06 ,, 0.67 
period1,sc01,t5144, 0.25 ,, 1.04 
period1,sc01,t5145, 0.23 ,, 0.65 
period1,sc01,t5146, 0.25 ,, 0.65 
period1,sc01,t5147, 0.22 ,, 0.92 
period1,sc01,t5148, 0.62 ,, 0.7 
period1,sc01,t5149, 0.24 ,, 0.64 
period1,sc01,t5150, 0.23 ,, 0.97 
period1,sc01,t5151, 0.25 ,, 0.6 
period1,sc01,t5152, 0.35 ,, 0.58 
period1,sc01,t5153, 0.66 ,, 0.92 
period1,sc01,t5154, 0.31 ,, 0.62 
period1,sc01,t5155, 0.4 ,, 2.84 
period1,sc01,t5156, 0.35 ,, 1.7 
period1,sc01,t5157, 0.63 ,, 1.1 
period1,sc01,t5158, 0.23 ,, 0.7 
period1,sc01,t5159, 0.24 ,, 0.82 
period1,sc01,t5160, 0.23 ,, 0.85 
period1,sc01,t5161, 1.14 ,, 0.65 
period1,sc01,t5162, 2.46 ,, 0.7 
period1,sc01,t5163, 1.21 ,, 0.97 
period1,sc01,t5164, 0.8 ,, 0.66 
period1,sc01,t5165, 0.48 ,, 0.96 
period1,sc01,t5166, 1.06 ,, 1.56 
period1,sc01,t5167, 0.8 ,, 1.09 
period1,sc01,t5168, 0.28 ,, 0.66 
period1,sc01,t5169, 0.23 ,, 0.71 
period1,sc01,t5170, 0.24 ,, 0.93 
period1,sc01,t5171, 0.23 ,, 0.61 
period1,sc01,t5172, 0.63 ,, 0.57 
period1,sc01,t5173, 0.26 ,, 0.49 
period1,sc01,t5174, 0.3 ,, 0.69 
period1,sc01,t5175, 0.33 ,, 0.39 
period1,sc01,t5176, 0.53 ,, 0.39 
period1,sc01,t5177, 0.59 ,, 0.82 
period1,sc01,t5178, 0.42 ,, 0.86 
period1,sc01,t5179, 0.32 ,, 1.95 
period1,sc01,t5180, 0.74 ,, 1.71 
period1,sc01,t5181, 0.68 ,, 0.74 
period1,sc01,t5182, 0.26 ,, 1.05 
period1,sc01,t5183, 0.24 ,, 0.69 
period1,sc01,t5184, 0.27 ,, 0.74 
period1,sc01,t5185, 0.59 ,, 0.97 
period1,sc01,t5186, 1.63 ,, 0.74 
period1,sc01,t5187, 0.6 ,, 0.78 
period1,sc01,t5188, 0.43 ,, 0.98 
period1,sc01,t5189, 0.46 ,, 0.79 
period1,sc01,t5190, 0.4 ,, 1.66 
period1,sc01,t5191, 0.8 ,, 1.15 
period1,sc01,t5192, 0.42 ,, 1.33 
period1,sc01,t5193, 4.91 ,, 0.95 
period1,sc01,t5194, 10.15 ,, 0.89 
period1,sc01,t5195, 0.2 ,, 1.03 
period1,sc01,t5196, 1 ,, 0.72 
period1,sc01,t5197, 1.66 ,, 0.7 
period1,sc01,t5198, 2.45 ,, 1 
period1,sc01,t5199, 1.04 ,, 0.66 
period1,sc01,t5200, 1.14 ,, 0.98 
period1,sc01,t5201, 2.07 ,, 0.69 
period1,sc01,t5202, 1.59 ,, 0.81 
period1,sc01,t5203, 1.64 ,, 1.34 
period1,sc01,t5204, 0.48 ,, 1.1 
period1,sc01,t5205, 0.56 ,, 1.91 
period1,sc01,t5206, 0.26 ,, 1 
period1,sc01,t5207, 0.29 ,, 0.51 
period1,sc01,t5208, 0.4 ,, 0.59 
period1,sc01,t5209, 0.44 ,, 0.87 
period1,sc01,t5210, 1.33 ,, 0.64 
period1,sc01,t5211, 0.37 ,, 0.56 
period1,sc01,t5212, 0.37 ,, 1.48 
period1,sc01,t5213, 0.47 ,, 1.47 
period1,sc01,t5214, 2.8 ,, 1.73 
period1,sc01,t5215, 1.25 ,, 0.6 
period1,sc01,t5216, 0.2 ,, 0.96 
period1,sc01,t5217, 0.21 ,, 0.62 
period1,sc01,t5218, 0.18 ,, 0.63 
period1,sc01,t5219, 0.21 ,, 0.87 
period1,sc01,t5220, 0.53 ,, 0.56 
period1,sc01,t5221, 0.25 ,, 0.6 
period1,sc01,t5222, 0.23 ,, 0.88 
period1,sc01,t5223, 0.16 ,, 0.6 
period1,sc01,t5224, 0.21 ,, 0.58 
period1,sc01,t5225, 0.62 ,, 3.23 
period1,sc01,t5226, 0.33 ,, 3.54 
period1,sc01,t5227, 0.3 ,, 1 
period1,sc01,t5228, 0.42 ,, 1.09 
period1,sc01,t5229, 0.53 ,, 3.23 
period1,sc01,t5230, 0.5 ,, 1.33 
period1,sc01,t5231, 0.26 ,, 0.8 
period1,sc01,t5232, 0.31 ,, 1.03 
period1,sc01,t5233, 0.25 ,, 0.68 
period1,sc01,t5234, 0.6 ,, 0.65 
period1,sc01,t5235, 0.29 ,, 0.93 
period1,sc01,t5236, 0.26 ,, 0.66 
period1,sc01,t5237, 0.57 ,, 0.61 
period1,sc01,t5238, 0.36 ,, 0.67 
period1,sc01,t5239, 0.28 ,, 0.92 
period1,sc01,t5240, 1.46 ,, 0.69 
period1,sc01,t5241, 1.42 ,, 0.95 
period1,sc01,t5242, 1.84 ,, 0.99 
period1,sc01,t5243, 2.96 ,, 5.68 
period1,sc01,t5244, 4.3 ,, 5 
period1,sc01,t5245, 1.25 ,, 5.05 
period1,sc01,t5246, 2.55 ,, 3.09 
period1,sc01,t5247, 1.87 ,, 1.86 
period1,sc01,t5248, 1.7 ,, 3.52 
period1,sc01,t5249, 1.14 ,, 2.08 
period1,sc01,t5250, 0.88 ,, 1.63 
period1,sc01,t5251, 0.4 ,, 1.72 
period1,sc01,t5252, 0.45 ,, 1.27 
period1,sc01,t5253, 0.39 ,, 1.41 
period1,sc01,t5254, 0.74 ,, 1.25 
period1,sc01,t5255, 0.23 ,, 0.84 
period1,sc01,t5256, 0.22 ,, 0.95 
period1,sc01,t5257, 0.19 ,, 1.12 
period1,sc01,t5258, 0.62 ,, 0.79 
period1,sc01,t5259, 0.87 ,, 0.82 
period1,sc01,t5260, 0.58 ,, 1.14 
period1,sc01,t5261, 0.21 ,, 0.82 
period1,sc01,t5262, 0.19 ,, 0.79 
period1,sc01,t5263, 0.2 ,, 1.33 
period1,sc01,t5264, 1.04 ,, 1 
period1,sc01,t5265, 1.71 ,, 1.14 
period1,sc01,t5266, 0.68 ,, 2.16 
period1,sc01,t5267, 0.58 ,, 1 
period1,sc01,t5268, 0.19 ,, 0.7 
period1,sc01,t5269, 0.21 ,, 0.45 
period1,sc01,t5270, 0.28 ,, 0.75 
period1,sc01,t5271, 0.55 ,, 2.56 
period1,sc01,t5272, 0.84 ,, 0.75 
period1,sc01,t5273, 0.55 ,, 0.87 
period1,sc01,t5274, 1.88 ,, 0.51 
period1,sc01,t5275, 0.97 ,, 1.24 
period1,sc01,t5276, 1.3 ,, 1.17 
period1,sc01,t5277, 0.29 ,, 1.19 
period1,sc01,t5278, 0.21 ,, 0.78 
period1,sc01,t5279, 0.19 ,, 0.65 
period1,sc01,t5280, 0.21 ,, 1.03 
period1,sc01,t5281, 0.53 ,, 0.65 
period1,sc01,t5282, 1.86 ,, 0.68 
period1,sc01,t5283, 3.94 ,, 0.94 
period1,sc01,t5284, 0.79 ,, 0.67 
period1,sc01,t5285, 0.47 ,, 0.7 
period1,sc01,t5286, 0.79 ,, 1.84 
period1,sc01,t5287, 0.43 ,, 0.7 
period1,sc01,t5288, 0.93 ,, 1.12 
period1,sc01,t5289, 0.62 ,, 0.72 
period1,sc01,t5290, 1.6 ,, 0.69 
period1,sc01,t5291, 0.96 ,, 1.01 
period1,sc01,t5292, 2.33 ,, 0.68 
period1,sc01,t5293, 1.08 ,, 0.65 
period1,sc01,t5294, 2.55 ,, 0.66 
period1,sc01,t5295, 0.73 ,, 0.94 
period1,sc01,t5296, 0.58 ,, 0.6 
period1,sc01,t5297, 0.45 ,, 0.67 
period1,sc01,t5298, 0.31 ,, 1.08 
period1,sc01,t5299, 0.63 ,, 1.1 
period1,sc01,t5300, 1.17 ,, 1.08 
period1,sc01,t5301, 0.21 ,, 1.4 
period1,sc01,t5302, 0.2 ,, 0.71 
period1,sc01,t5303, 0.22 ,, 0.99 
period1,sc01,t5304, 0.21 ,, 0.72 
period1,sc01,t5305, 0.52 ,, 0.65 
period1,sc01,t5306, 1.63 ,, 1 
period1,sc01,t5307, 0.66 ,, 0.65 
period1,sc01,t5308, 0.66 ,, 0.63 
period1,sc01,t5309, 0.31 ,, 0.94 
period1,sc01,t5310, 0.8 ,, 1.26 
period1,sc01,t5311, 1.42 ,, 0.62 
period1,sc01,t5312, 0.15 ,, 0.88 
period1,sc01,t5313, 0.17 ,, 0.57 
period1,sc01,t5314, 0.16 ,, 0.54 
period1,sc01,t5315, 0.51 ,, 0.95 
period1,sc01,t5316, 0.16 ,, 0.52 
period1,sc01,t5317, 0.16 ,, 0.68 
period1,sc01,t5318, 0.32 ,, 0.88 
period1,sc01,t5319, 0.34 ,, 0.61 
period1,sc01,t5320, 0.65 ,, 0.56 
period1,sc01,t5321, 0.32 ,, 0.91 
period1,sc01,t5322, 1.94 ,, 1.82 
period1,sc01,t5323, 3.12 ,, 2.12 
period1,sc01,t5324, 0.29 ,, 1.38 
period1,sc01,t5325, 0.78 ,, 0.89 
period1,sc01,t5326, 0.7 ,, 1 
period1,sc01,t5327, 0.55 ,, 0.68 
period1,sc01,t5328, 0.65 ,, 0.63 
period1,sc01,t5329, 0.68 ,, 0.98 
period1,sc01,t5330, 0.5 ,, 0.57 
period1,sc01,t5331, 0.21 ,, 0.63 
period1,sc01,t5332, 0.64 ,, 0.89 
period1,sc01,t5333, 0.65 ,, 0.63 
period1,sc01,t5334, 0.96 ,, 1.05 
period1,sc01,t5335, 0.9 ,, 1.08 
period1,sc01,t5336, 0.4 ,, 0.62 
period1,sc01,t5337, 0.6 ,, 0.89 
period1,sc01,t5338, 0.31 ,, 0.62 
period1,sc01,t5339, 0.35 ,, 0.55 
period1,sc01,t5340, 0.39 ,, 0.69 
period1,sc01,t5341, 0.67 ,, 0.79 
period1,sc01,t5342, 0.41 ,, 0.64 
period1,sc01,t5343, 0.34 ,, 0.54 
period1,sc01,t5344, 1.07 ,, 1.28 
period1,sc01,t5345, 0.85 ,, 2.55 
period1,sc01,t5346, 0.27 ,, 0.86 
period1,sc01,t5347, 0.3 ,, 1.57 
period1,sc01,t5348, 0.62 ,, 1.1 
period1,sc01,t5349, 0.46 ,, 0.72 
period1,sc01,t5350, 1.53 ,, 0.7 
period1,sc01,t5351, 0.69 ,, 0.97 
period1,sc01,t5352, 0.44 ,, 0.7 
period1,sc01,t5353, 1.46 ,, 0.67 
period1,sc01,t5354, 0.87 ,, 0.99 
period1,sc01,t5355, 0.91 ,, 0.68 
period1,sc01,t5356, 0.72 ,, 0.7 
period1,sc01,t5357, 0.56 ,, 1.06 
period1,sc01,t5358, 0.75 ,, 3.79 
period1,sc01,t5359, 1.22 ,, 4.47 
period1,sc01,t5360, 0.85 ,, 4.05 
period1,sc01,t5361, 0.95 ,, 2.44 
period1,sc01,t5362, 0.36 ,, 0.63 
period1,sc01,t5363, 0.32 ,, 0.59 
period1,sc01,t5364, 0.29 ,, 0.73 
period1,sc01,t5365, 0.3 ,, 0.41 
period1,sc01,t5366, 0.29 ,, 0.7 
period1,sc01,t5367, 0.62 ,, 0.45 
period1,sc01,t5368, 0.33 ,, 0.37 
period1,sc01,t5369, 0.32 ,, 1.01 
period1,sc01,t5370, 0.26 ,, 0.78 
period1,sc01,t5371, 1.33 ,, 2 
period1,sc01,t5372, 0.54 ,, 1.29 
period1,sc01,t5373, 7.93 ,, 1.3 
period1,sc01,t5374, 7.87 ,, 0.45 
period1,sc01,t5375, 2.06 ,, 0.82 
period1,sc01,t5376, 2.74 ,, 0.44 
period1,sc01,t5377, 0.86 ,, 0.46 
period1,sc01,t5378, 1.85 ,, 0.71 
period1,sc01,t5379, 1.88 ,, 0.47 
period1,sc01,t5380, 1.18 ,, 0.41 
period1,sc01,t5381, 1.26 ,, 0.77 
period1,sc01,t5382, 1.57 ,, 1.22 
period1,sc01,t5383, 1.4 ,, 0.48 
period1,sc01,t5384, 0.18 ,, 0.74 
period1,sc01,t5385, 0.16 ,, 0.45 
period1,sc01,t5386, 0.17 ,, 0.41 
period1,sc01,t5387, 0.52 ,, 0.73 
period1,sc01,t5388, 0.16 ,, 0.46 
period1,sc01,t5389, 0.19 ,, 0.52 
period1,sc01,t5390, 0.16 ,, 0.77 
period1,sc01,t5391, 0.48 ,, 0.52 
period1,sc01,t5392, 0.18 ,, 0.67 
period1,sc01,t5393, 0.39 ,, 0.85 
period1,sc01,t5394, 0.29 ,, 1.21 
period1,sc01,t5395, 0.39 ,, 1.44 
period1,sc01,t5396, 2.3 ,, 1.03 
period1,sc01,t5397, 0.86 ,, 1.35 
period1,sc01,t5398, 0.66 ,, 1 
period1,sc01,t5399, 0.22 ,, 0.69 
period1,sc01,t5400, 0.21 ,, 0.97 
period1,sc01,t5401, 0.55 ,, 0.66 
period1,sc01,t5402, 0.2 ,, 0.6 
period1,sc01,t5403, 0.17 ,, 0.91 
period1,sc01,t5404, 0.22 ,, 0.63 
period1,sc01,t5405, 0.3 ,, 0.69 
period1,sc01,t5406, 0.73 ,, 0.81 
period1,sc01,t5407, 2.51 ,, 0.6 
period1,sc01,t5408, 1.01 ,, 0.97 
period1,sc01,t5409, 0.42 ,, 2.23 
period1,sc01,t5410, 0.72 ,, 2.1 
period1,sc01,t5411, 0.29 ,, 1.7 
period1,sc01,t5412, 0.34 ,, 0.9 
period1,sc01,t5413, 0.76 ,, 0.48 
period1,sc01,t5414, 3.7 ,, 0.83 
period1,sc01,t5415, 0.66 ,, 0.48 
period1,sc01,t5416, 0.59 ,, 0.98 
period1,sc01,t5417, 1.68 ,, 2.4 
period1,sc01,t5418, 1.57 ,, 1.87 
period1,sc01,t5419, 1.73 ,, 1.38 
period1,sc01,t5420, 0.95 ,, 1.06 
period1,sc01,t5421, 1.11 ,, 1.45 
period1,sc01,t5422, 0.28 ,, 1.01 
period1,sc01,t5423, 0.54 ,, 0.97 
period1,sc01,t5424, 0.21 ,, 0.46 
period1,sc01,t5425, 0.22 ,, 0.74 
period1,sc01,t5426, 0.45 ,, 0.43 
period1,sc01,t5427, 0.18 ,, 0.42 
period1,sc01,t5428, 0.3 ,, 0.43 
period1,sc01,t5429, 0.4 ,, 0.73 
period1,sc01,t5430, 0.19 ,, 0.43 
period1,sc01,t5431, 0.42 ,, 0.43 
period1,sc01,t5432, 0.58 ,, 2.28 
period1,sc01,t5433, 0.97 ,, 4.36 
period1,sc01,t5434, 1.19 ,, 3.19 
period1,sc01,t5435, 0.33 ,, 0.82 
period1,sc01,t5436, 0.26 ,, 1.04 
period1,sc01,t5437, 0.26 ,, 1.12 
period1,sc01,t5438, 0.65 ,, 2.09 
period1,sc01,t5439, 0.33 ,, 1.29 
period1,sc01,t5440, 0.31 ,, 1.12 
period1,sc01,t5441, 0.71 ,, 0.78 
period1,sc01,t5442, 1.96 ,, 2.1 
period1,sc01,t5443, 1.07 ,, 4.83 
period1,sc01,t5444, 1.22 ,, 2.9 
period1,sc01,t5445, 0.28 ,, 0.92 
period1,sc01,t5446, 0.38 ,, 0.84 
period1,sc01,t5447, 0.73 ,, 0.48 
period1,sc01,t5448, 0.7 ,, 0.45 
period1,sc01,t5449, 0.77 ,, 0.75 
period1,sc01,t5450, 1.85 ,, 0.43 
period1,sc01,t5451, 3.13 ,, 0.42 
period1,sc01,t5452, 3.6 ,, 0.44 
period1,sc01,t5453, 0.71 ,, 0.69 
period1,sc01,t5454, 0.81 ,, 0.55 
period1,sc01,t5455, 0.47 ,, 0.78 
period1,sc01,t5456, 0.46 ,, 1.67 
period1,sc01,t5457, 0.32 ,, 1.89 
period1,sc01,t5458, 0.86 ,, 0.5 
period1,sc01,t5459, 0.78 ,, 0.78 
period1,sc01,t5460, 1.28 ,, 0.56 
period1,sc01,t5461, 1.41 ,, 0.5 
period1,sc01,t5462, 0.83 ,, 2.16 
period1,sc01,t5463, 0.41 ,, 0.86 
period1,sc01,t5464, 0.86 ,, 1.65 
period1,sc01,t5465, 1.14 ,, 0.85 
period1,sc01,t5466, 1.17 ,, 0.74 
period1,sc01,t5467, 0.55 ,, 1.15 
period1,sc01,t5468, 0.41 ,, 0.86 
period1,sc01,t5469, 0.43 ,, 0.85 
period1,sc01,t5470, 0.23 ,, 0.77 
period1,sc01,t5471, 1.2 ,, 0.46 
period1,sc01,t5472, 1.14 ,, 0.43 
period1,sc01,t5473, 0.65 ,, 0.38 
period1,sc01,t5474, 0.64 ,, 0.78 
period1,sc01,t5475, 0.7 ,, 0.43 
period1,sc01,t5476, 0.24 ,, 0.39 
period1,sc01,t5477, 0.98 ,, 0.74 
period1,sc01,t5478, 0.56 ,, 1.2 
period1,sc01,t5479, 1.63 ,, 0.64 
period1,sc01,t5480, 0.38 ,, 0.91 
period1,sc01,t5481, 0.29 ,, 0.59 
period1,sc01,t5482, 0.29 ,, 0.61 
period1,sc01,t5483, 0.53 ,, 0.83 
period1,sc01,t5484, 0.45 ,, 0.59 
period1,sc01,t5485, 0.5 ,, 0.56 
period1,sc01,t5486, 0.44 ,, 0.83 
period1,sc01,t5487, 0.29 ,, 0.54 
period1,sc01,t5488, 0.74 ,, 0.5 
period1,sc01,t5489, 0.35 ,, 1.03 
period1,sc01,t5490, 0.46 ,, 0.91 
period1,sc01,t5491, 0.5 ,, 1.57 
period1,sc01,t5492, 0.84 ,, 2.23 
period1,sc01,t5493, 0.34 ,, 0.97 
period1,sc01,t5494, 0.2 ,, 0.58 
period1,sc01,t5495, 0.83 ,, 0.59 
period1,sc01,t5496, 0.96 ,, 0.82 
period1,sc01,t5497, 0.91 ,, 0.6 
period1,sc01,t5498, 2.62 ,, 0.5 
period1,sc01,t5499, 4.31 ,, 0.83 
period1,sc01,t5500, 3.11 ,, 0.61 
period1,sc01,t5501, 0.84 ,, 0.67 
period1,sc01,t5502, 1.09 ,, 0.86 
period1,sc01,t5503, 1.45 ,, 0.92 
period1,sc01,t5504, 0.21 ,, 0.61 
period1,sc01,t5505, 0.21 ,, 0.54 
period1,sc01,t5506, 0.19 ,, 0.93 
period1,sc01,t5507, 0.2 ,, 0.54 
period1,sc01,t5508, 0.37 ,, 0.42 
period1,sc01,t5509, 0.34 ,, 0.77 
period1,sc01,t5510, 0.17 ,, 0.5 
period1,sc01,t5511, 0.19 ,, 0.48 
period1,sc01,t5512, 0.17 ,, 0.74 
period1,sc01,t5513, 0.53 ,, 0.56 
period1,sc01,t5514, 0.17 ,, 1.01 
period1,sc01,t5515, 0.51 ,, 1.34 
period1,sc01,t5516, 0.29 ,, 2.26 
period1,sc01,t5517, 0.68 ,, 0.7 
period1,sc01,t5518, 0.4 ,, 0.94 
period1,sc01,t5519, 0.23 ,, 0.52 
period1,sc01,t5520, 0.23 ,, 0.61 
period1,sc01,t5521, 0.25 ,, 0.65 
period1,sc01,t5522, 0.54 ,, 0.68 
period1,sc01,t5523, 0.22 ,, 0.58 
period1,sc01,t5524, 0.21 ,, 0.61 
period1,sc01,t5525, 0.25 ,, 0.87 
period1,sc01,t5526, 0.54 ,, 1.31 
period1,sc01,t5527, 0.23 ,, 0.64 
period1,sc01,t5528, 2.44 ,, 0.97 
period1,sc01,t5529, 0.78 ,, 0.54 
period1,sc01,t5530, 0.46 ,, 0.42 
period1,sc01,t5531, 0.51 ,, 0.71 
period1,sc01,t5532, 0.94 ,, 0.35 
period1,sc01,t5533, 1.44 ,, 0.4 
period1,sc01,t5534, 2.81 ,, 0.4 
period1,sc01,t5535, 0.57 ,, 0.65 
period1,sc01,t5536, 2.26 ,, 0.42 
period1,sc01,t5537, 1.08 ,, 0.64 
period1,sc01,t5538, 2.56 ,, 0.93 
period1,sc01,t5539, 2.53 ,, 1.47 
period1,sc01,t5540, 0.54 ,, 1.12 
period1,sc01,t5541, 0.28 ,, 0.54 
period1,sc01,t5542, 0.19 ,, 1.02 
period1,sc01,t5543, 0.21 ,, 0.66 
period1,sc01,t5544, 0.2 ,, 0.62 
period1,sc01,t5545, 0.51 ,, 0.68 
period1,sc01,t5546, 6.77 ,, 0.92 
period1,sc01,t5547, 6.86 ,, 0.69 
period1,sc01,t5548, 0.41 ,, 0.69 
period1,sc01,t5549, 0.42 ,, 1.06 
period1,sc01,t5550, 0.53 ,, 1.37 
period1,sc01,t5551, 1.3 ,, 0.74 
period1,sc01,t5552, 0.24 ,, 0.96 
period1,sc01,t5553, 0.2 ,, 0.67 
period1,sc01,t5554, 0.19 ,, 0.62 
period1,sc01,t5555, 0.19 ,, 0.83 
period1,sc01,t5556, 0.53 ,, 0.48 
period1,sc01,t5557, 0.18 ,, 0.51 
period1,sc01,t5558, 0.17 ,, 0.73 
period1,sc01,t5559, 0.19 ,, 0.35 
period1,sc01,t5560, 0.49 ,, 0.54 
period1,sc01,t5561, 0.35 ,, 3.36 
period1,sc01,t5562, 0.31 ,, 2.86 
period1,sc01,t5563, 0.24 ,, 1.02 
period1,sc01,t5564, 2.2 ,, 1.53 
period1,sc01,t5565, 1.14 ,, 1.08 
period1,sc01,t5566, 0.56 ,, 1.24 
period1,sc01,t5567, 0.48 ,, 0.74 
period1,sc01,t5568, 0.68 ,, 0.62 
period1,sc01,t5569, 1.16 ,, 0.89 
period1,sc01,t5570, 0.47 ,, 0.64 
period1,sc01,t5571, 0.58 ,, 0.55 
period1,sc01,t5572, 0.24 ,, 0.64 
period1,sc01,t5573, 0.73 ,, 0.89 
period1,sc01,t5574, 1 ,, 0.58 
period1,sc01,t5575, 0.24 ,, 1.11 
period1,sc01,t5576, 0.54 ,, 1.21 
period1,sc01,t5577, 1 ,, 1.45 
period1,sc01,t5578, 0.99 ,, 3.68 
period1,sc01,t5579, 1.11 ,, 0.77 
period1,sc01,t5580, 3.39 ,, 0.63 
period1,sc01,t5581, 2.07 ,, 1.11 
period1,sc01,t5582, 1.37 ,, 1.18 
period1,sc01,t5583, 0.57 ,, 0.92 
period1,sc01,t5584, 0.81 ,, 0.56 
period1,sc01,t5585, 1.17 ,, 2.15 
period1,sc01,t5586, 0.67 ,, 2.47 
period1,sc01,t5587, 2.12 ,, 4.56 
period1,sc01,t5588, 0.85 ,, 6.12 
period1,sc01,t5589, 0.75 ,, 2.25 
period1,sc01,t5590, 0.61 ,, 0.72 
period1,sc01,t5591, 0.53 ,, 0.74 
period1,sc01,t5592, 0.2 ,, 0.46 
period1,sc01,t5593, 0.23 ,, 0.48 
period1,sc01,t5594, 0.19 ,, 0.74 
period1,sc01,t5595, 0.2 ,, 0.43 
period1,sc01,t5596, 0.61 ,, 0.46 
period1,sc01,t5597, 0.35 ,, 0.74 
period1,sc01,t5598, 0.19 ,, 0.46 
period1,sc01,t5599, 0.21 ,, 0.48 
period1,sc01,t5600, 0.51 ,, 1.14 
period1,sc01,t5601, 0.72 ,, 4.15 
period1,sc01,t5602, 0.37 ,, 3.43 
period1,sc01,t5603, 0.52 ,, 0.88 
period1,sc01,t5604, 0.3 ,, 1.64 
period1,sc01,t5605, 0.61 ,, 2.02 
period1,sc01,t5606, 2.32 ,, 1.04 
period1,sc01,t5607, 2.69 ,, 0.72 
period1,sc01,t5608, 0.34 ,, 1.13 
period1,sc01,t5609, 0.33 ,, 0.78 
period1,sc01,t5610, 0.43 ,, 0.94 
period1,sc01,t5611, 1.95 ,, 1.61 
period1,sc01,t5612, 1.68 ,, 1.24 
period1,sc01,t5613, 0.56 ,, 1.2 
period1,sc01,t5614, 0.23 ,, 1.05 
period1,sc01,t5615, 0.53 ,, 0.64 
period1,sc01,t5616, 0.37 ,, 0.55 
period1,sc01,t5617, 0.25 ,, 0.92 
period1,sc01,t5618, 2.34 ,, 0.67 
period1,sc01,t5619, 0.88 ,, 0.67 
period1,sc01,t5620, 0.85 ,, 0.85 
period1,sc01,t5621, 0.42 ,, 0.64 
period1,sc01,t5622, 0.42 ,, 1.25 
period1,sc01,t5623, 0.72 ,, 0.65 
period1,sc01,t5624, 0.49 ,, 0.89 
period1,sc01,t5625, 0.9 ,, 0.59 
period1,sc01,t5626, 0.75 ,, 0.61 
period1,sc01,t5627, 1.93 ,, 0.8 
period1,sc01,t5628, 1.84 ,, 0.37 
period1,sc01,t5629, 1.32 ,, 0.42 
period1,sc01,t5630, 1.46 ,, 0.71 
period1,sc01,t5631, 0.87 ,, 0.44 
period1,sc01,t5632, 0.52 ,, 0.68 
period1,sc01,t5633, 0.36 ,, 0.66 
period1,sc01,t5634, 0.6 ,, 1.61 
period1,sc01,t5635, 0.2 ,, 2.84 
period1,sc01,t5636, 0.99 ,, 1.36 
period1,sc01,t5637, 0.96 ,, 1.31 
period1,sc01,t5638, 0.32 ,, 0.68 
period1,sc01,t5639, 0.53 ,, 0.87 
